P url,Title,Price,Description,ingredients
https://uk.iherb.com/pr/eva-naturals-skin-firming-serum-1-oz-30-ml/112177,"Eva Naturals, Skin Firming Serum, 1 oz (30 ml)",19.68,"NiacinamideRosehip Seed OilHyaluronic AcidMatrixyl 3000Plant Stem CellsPeptidesNot Tested on AnimalsPotent ingredients like niacinamide and plant lipid factors allow our facial serum to strengthen, thicken and repair skin! As it fortifies the structure of your face, it provides an instant visible lift with no surgery or injections required.Anti-Wrinkle Serum: By stimulating collagen 1, collagen 111, and elastin fibroblasts, our anti-aging serum for the face refines the appearance of wrinkles! It’s all thanks to our amino acids, peptides, and hyaluronic acid, which can help smooth and plump the skin.Smoother, Brighter Complexion: With rosehip for hydration and matrixyl 3000, our peptide serum reveals your healthier, younger-looking complexion! Finished with botanical antioxidants, it provides protective care to help minimize future damage.Expertly Formulated: Lightweight and fast-absorbing, our collagen serum treats your skin to a bit of pampering! From cellular permeability components to sandalwood and rose essential oils, we use the best ingredients for safe, visible results.Firm Up with Eva NaturalsAt Eva Naturals, a family-owned company, we believe you shouldn’t have to question the safety of your skincare products. We create potent formulas, using only clean, high-quality ingredients—not harmful fillers that damage skin. Plus, our Skin Firming Serum arrives fresh and potent since it's formulated in small batches. Smooth Away Fine Lines and Wrinkles with Eva Naturals Skin Firming Serum.Firmly Cruelty-FreeAnimal testing is an inhumane and unfortunate reality in the beauty industry. But at Eva Naturals, we take a stand against cruelty by choosing to never test our products on animals.The Large, Long-Lasting JarGreat for the face and neck, Eva Naturals’ skin firming serum helps combat loose, sagging skin. Our incredible blend contains powerful ingredients like niacinamide and plant stem cells. They work to thicken and strengthen loose skin, giving it an instantly visible lift and fortifying its structure.For firmer, lifted-looking skinOur Formula is Designed to:- Firm, tighten and lift sagging skin- Reduce the appearance of fine lines- Help protect against damage- Treat all skin types- Hydrate and brighten the complexionSmooth Away Fine Lines and WrinklesLoose skin and wrinkles often go hand-in-hand. To address the second half of this notorious duo, we added amino acids, peptides, and hyaluronic acid! They stimulate collagen 1 and 111 as well as elastin fibroblasts. What does that mean? Smoother skin with a plumped appearance! Finished with rosehip and matrixyl 3000, you’ll enjoy a hydrated, youthful-looking complexion.Firmer lifted skin without the surgery!From crepe paper to turkey neck, loose skin is given many nicknames - none of which are very flattering. Even with proper skin care, it's hard to defy the laws of aging, forcing many to resort to expensive surgeries and painful injections.Noninvasive yet amazingly effective, Skin Firming Serum from Eva Naturals can help tighten and lift sagging skin! In fact, 100% of users in our 50-person study reported instant results. The secret? Powerful ingredients like niacinamide and plant lipid factors. They strengthen and repair below the upper dermal layers, improving thickness and overall structure for more resilient skin.","Aqua (deionized water), santalum austrocaledonicum wood water (sandalwood hydrosol), aloe barbadensis leaf juice (organic aloe), glycerin (kosher, vegetable), cassia angustifolia seed extract (botanical hyaluronic acid), globularia cordifolia callus culture extract (plant stem cells), niacinamide (vitamin B3), ricinus communis seed oil (organic castor oil), rosa canina fruit oil (organic rosehip seed oil), helianthus annuus seed oil (organic sunflower oil), dimethyl sulfone (MSM), ethylhexyl palmitate, glyceryl stearate, panthenol (vitamin B5), cocos nucifera oil (organic coconut oil), beeswax, theobroma cacao seed butter (organic cocoa butter), simmondsia chinensis seed oil (organic jojoba oil), palmitoyl tripeptide-5, palmitoyl tetrapeptide-7 (matrixyl 3000), palmitoyl tripeptide-1, silk protein amino acid blend of: sodium pca, sodium lactate, arginine, aspartic acid, sodium carbomer, glycine, alanine, serine, valine, isoleucine, proline, threonine, histidine, phenylalanine, chondrus crispus extract (irish moss), macrocystis pyrifera (kelp) extract, urtica dioica extract (nettle), pelargonium graveolens leaf oil (rose geranium essential oil), cymbopogon schoenanthus oil (lemongrass essential oil), monarda fistulosa (bee balm), rosa damascena flower extract (rose), rosa damascena flower wax (rose), amyris balsamifera bark oil, copaifera species resin oils, dipterocarpus turbinatus balsam oil, santalum album oil (sandalwood), santalum spicata wood oil (sandalwood), cetyl alcohol, potassium stearate, hydroxyethyl ethylcellulose, polysorbate 20, potassium sorbate, sodium benzoate, carbomer, phenoxyethanol, carrageenan, butylene glycol, ethylhexylglycerin."
https://uk.iherb.com/pr/tresemme-flawless-curls-combing-cream-10-2-fl-oz-301-ml/92594,"Tresemme, Flawless Curls Combing Cream, 10.2 fl oz (301 ml)",10.79,"Used By ProfessionalsWith Coconut and Avocado OilDetangle and NourishWhy use flawless curls combing cream?This creamy, hydrating formula does double duty, easily detangling curls while also helping prevent frizz. For bouncy. all day definition. With Coconut and Avocado Oil and a delectably creamy, indulgent scent. Paraben and Dye Free.","Water (eau), cetearyl alcohol, dimethicone, stearamidopropyl dimethylamine, glycerin, persea gratissima (avocado) oil, cocos nucifera (coconut) oil, argania spinosa kernel oil, behentrimonium chloride, fragrance (parfum) , phenoxyethanol, dipropylene glycol, mineral oil, lactic acid, caprylyl glycol, petrolatum, sodium chloride, amodimethicone, vp/dimethylaminoethylmethacrylate copolymer, disodium edta, cetrimonium chloride, peg-7 propylheptyl ether, alpha-isomethyl ionone, benzyl alcohol, coumarin, hexyl cinnamal, limonene, linalool."
https://uk.iherb.com/pr/cococare-vitamin-e-cream-12-000-iu-4-oz-110-g/43272,"Cococare, Vitamin E Cream, 12,000 IU, 4 oz (110 g)",6.06,"Contains 12,000 I.U. Vitamin EThe natural antioxidant powers of natural Vitamin E help keep skin healthy and smooth. Replenish lost moisture and improve your skin's elasticity with this paraben free formula. Daily use fights the signs of aging while it nourishes and hydrates your skin. ","Water (aqua), cocos nucifera (coconut) oil, stearic acid, glyceryl stearate Se, isopropyl palmitate, capric/caprylic triglyceride, cetyl alcohol, cera alba (beeswax), 1,3 propanediol, phenoxyethanol, vitamin E (tocopheryl), diheptyl succinate, capryloyl glycerin and sebacic acid copolymer, sodium benzoate, sodium phytate. "
https://uk.iherb.com/pr/terry-naturally-curamin-pain-relief-120-capsules/11303,"Terry Naturally, Curamin, Pain Relief, 120 Capsules",53.93,"Clinically Studied Curcumin with TurmeronesSafe, Effective, Non-Additive Pain Relief†Voted #1 - Award Winning Pain FormulaFor Your Good HealthDietary SupplementKosherHalalVeganNon-GMOLab Tested for Purity & QualityGot Pain?†Curamin® is the safe, effective choice for pain relief.† It provides a clinically studied curcumin extract from turmeric, blended with superior ingredients for powerful pain relief.†When occasional pain slows you down, you need something safe, effective and powerful—now!† Curamin is the right choice.Four Powerhouse Ingredients. One Award-Winning Formula.Millions of bottles of Curamin have been sold worldwide for one simple reason—it works! It has been recognized by the natural products industry and consumers alike as an amazing pain relieving product.† Winning 29 national awards, Curamin has been voted #1 year after year.Pain Relief Guarantee†Our products are inspired by my dedication to natural health and passion to make your life better. My goal was to develop a formulation to relieve your pain.† Curamin® is that product. It features enhanced absorption curcumin with turmerones (turmeric essential oil), which has been the subject of over 60 scientific studies.Terry Lemerond, Founder and President of Terry Naturally.†Occasional muscle pain due to exercise or overuse.","Hydroxypropyl methylcellulose (vegetable cellulose capsules), vegetable source magnesium stearate, silica. Contains soy (less than 5 parts per million).No sugar, salt, yeast, wheat, gluten, corn, dairy products, artificial coloring, artificial flavoring, or artificial preservatives.Color variations are normal.Terry Naturally brand products contain natural and other premium ingredients.Manufactured by a cGMP compliant facility."
https://uk.iherb.com/pr/alba-botanica-hawaiian-body-oil-kukui-nut-8-5-fl-oz-251-ml/9722,"Alba Botanica, Hawaiian Body Oil, Kukui Nut, 8.5 fl oz (251 ml)",11.07,"Plant Based & Cruelty-FreeDeep MoisturizingFormulated to Nurture & SmoothHypoallergenic100% Vegetarian IngredientspH BalancedLeaping Bunny CertifiedHain CelestialExotic ElixirFind sweet saturation with this nutrient-rich, super-smoothing, fast-absorbing body oil. Kukui nut, high in essential fatty acids, works its magic to nourish, hydrate and protect from moisture loss. Sweet almond, coconut, flaxseed and sunflower oils douse skin in silky perfection.","Helianthus annuus (sunflower) seed oil¹, C12-15 alkyl benzoate, aleurites moluccana seed oil, cocos nucifera (coconut) oil¹, macadamia ternifolia seed oil, ternifolia seed oil, linum usitatissimum (linseed) oil¹, prunus amygdalus dulcis (sweet almond) oil¹, tocopherol, tocopheryl acetate, benzyl benzoate, coumarin, fragrance.¹ Certified Organic IngredientNo: Animal testing, artificial colors, parabens, phthalates, sulfates, petrolatum."
https://uk.iherb.com/pr/happy-family-organics-happy-baby-organic-baby-food-6-months-apples-kale-avocados-4-oz-113-g/69426,"Happy Family Organics, Happy Baby, Organic Baby Food, 6+ Months, Apples, Kale & Avocados, 4 oz (113 g)",2.49,Stage 2USDA OrganicKosherNon GMO Project VerifiedThis Is Clearly CraftedCertified Organic by CCOFCertified B CorporationPackaging Made without BPAOur Yummy Recipe Includes:½ apple1 cup kale1 tsp cubed avocado,"Organic apple puree, organic kale puree, organic avocado puree. <1% of: Ascorbic acid (vitamin c) to preserve freshness, organic lemon juice concentrate."
https://uk.iherb.com/pr/aveeno-calm-restore-oat-gel-moisturizer-fragrance-free-1-7-oz-48-g/102903,"Aveeno, Calm + Restore, Oat Gel Moisturizer, Fragrance Free, 1.7 oz (48 g)",23.56,For Sensitive SkinInstantly Soothes + Replenishes Skin's Moisture BarrierPrebiotic Oat - CALMING FEVERFEW®24 hr MoisturizationLightweight Gel Leaves Sensitive Skin Comfortable All Day92% Agreed Skin Felt Instantly SoothedDermatologist Recommended for Over 65 YearsAVEENO CALM + RESTORE™ Oat Gel Moisturizer instantly soothes sensitive skin and replenishes skin's moisture barrier for healthier looking skin.Prebiotic OatSoothes skinHelps nourish skin's moisture barrierFeverfewCalms skinThis formula is:Paraben-freeAlcohol-freeDye-freePhthalate-freeNon-comedogenicHypoallergenicTested on sensitive skin,"Water, glycerin, dimethicone, cetearyl olivate, avena sativa (oat) kernel flour, sorbitan olivate, polyacrylamide, synthetic beeswax, phenoxyethanol, c13-14 isoparaffin, butylene glycol, dimethicone crosspolymer, panthenol, chlorphenesin, dimethiconol, carbomer, laureth-7, chrysanthemum parthenium (feverfew) flower/leaf/stem juice, ethylhexylglycerin, sodium hydroxide, avena sativa (oat) kernel extract, centella asiatica extract."
https://uk.iherb.com/pr/annie-s-homegrown-organic-caesar-dressing-8-fl-oz-236-ml/115044,"Annie's Homegrown, Organic Caesar Dressing, 8 fl oz (236 ml)",8.38,"USDA OrganicNon GMO Project VerifiedExpeller Pressed OilNo Artificial FlavorsNo Synthetic ColorsCertified Organic by Quality Assurance InternationalAn organic version of Annie’s classic Caesar. Did you know?  Caesar salad has been rumored NOT to come from the most famous Roman emperor in history – instead, the origins have been traced back to an American-Italian immigrant, who invented the savory salad on the spot after running out of ingredients at his restaurant. Regardless of the century of origin, we’re happy to say that this Non-GMO Project Verified salad dressing is just as delicious as it was centuries (or decades) ago.","Water, expeller-pressed canola oil*, apple cider vinegar *, parmesan cheese*
(cultured milk *, salt, enzymes), lemon juice concentrate*, dried garlic*, natural flavor (contains
anchovy), sea salt, xanthan gum, cellulose powder (to prevent clumping), black pepper*.*OrganicContains milk and anchovy ingredients."
https://uk.iherb.com/pr/mild-by-nature-african-black-bar-soap-with-oats-plantains-5-oz-141-g/97379,"Mild By Nature, African Black, Bar Soap, With Oats & Plantains, 5 oz (141 g)",2.54,"Mild By Nature African Black SoapCleanse • Balance • HydrateAloe • Oats • Plantain • Vitamin E • RosemaryRich Lather • Gentle • Easy RinsingMild By Nature Soaps feature premium ingredients formulated without the bad stuff...just Soapy Simplicity.African Black Soap is moisturizing and gentle with a rich lather that is easy to rinse. This is a well balanced and hydrating soap that features Aloe, Oats, Plantain, Vitamin E, and Rosemary.  iHerb Blog: Bar Soaps vs. Body Wash: Why Bars May Be BetterA Case for Cruelty-Free Bath and Beauty Products3 Things to Avoid in Your Beauty Products","Sodium Palmate, Sodium Cocoate¹ or Sodium Palm Kernelate, Water (Aqua), Glycerin, Fragrance (Parfum), Sodium Chloride, Sodium Gluconate, Iron Oxides (CI77499), Oat (Avena sativa) Kernel Meal, Aloe (Aloe barbadensis) Leaf Juice, Rosemary (Rosmarinus ofﬁcinalis) Leaf Extract, Tocopheryl Acetate, Tetrasodium Glutamate Diacetate, Plantain Fruit Powder.¹Derived from Coconut Oil.Formulated Without: Animal By-Products • Artificial Colors or Fragrances • Gluten • Parabens • Petroleum Derivatives • Phthalates • Sodium Lauryl/Laureth Sulfates."
https://uk.iherb.com/pr/auromere-ayurvedic-bar-soap-with-neem-tulsi-neem-2-75-oz-78-g/6340,"Auromere, Ayurvedic Bar Soap with Neem, Tulsi-Neem, 2.75 oz (78 g)",3.58,"Skin Types: Dry - NormalVATA-PITTAMoisture Retaining for Dry SkinVeganRainforest-FriendlyGluten-FreeParaben-FreeBiodegradableCruelty-FreeLeaping Bunny CertifiedNo Animal IngredientsAyurveda (""Ayur""= Life and ""Veda""=Knowledge) is the ancient holistic science of India which aims at a total harmony of Mind, Life, Body and Spirit in balance with nature's rhythms and the world around us.","Coconut oil, sunflower oil, purified water, alkali, castor oil, tulsi (holy basil) compound, sesame oil, hydnocarpus (cactus) oil, neem oil, vitamin E, rice bran oil, rose petals, zedoary, turmeric, fenugreek, psoralea corylifolia (babchi seed), peepal tree, alangium salvifolium, costus, Indian sarsaparilla, neem bark and hibiscus."
https://uk.iherb.com/pr/smith-vandiver-bath-party-fizzie-fun-2-2-oz-60-g/66705,"Smith & Vandiver, Bath Party Fizzie Fun, 2.2 oz (60 g)",3.12, Pop-Up Surprise Inside! Pledged to the Humane Society of the US - The Beautiful Choice  Vegan Not Animal TestedEffervescent Bath PartyIt's time to party when you drop a fragrant fizzie into a warm water filled tub. Have fun and look for a pop-up surprise!,"Sodium bicarbonate, citric acid, sodium sesquicarbonate, brassica napus (canola) oil, water, PEG-180, sodium benzoate, fragrance, dipropylene glycol.May contain: Red 40 [ci 16035], red 22 [ci 45380], red 33 [ci 17200], yellow 5 [ci 19140], blue 1 [ci 42090], yellow 6 [ci 15985], green 5 [ci 61570]."
https://uk.iherb.com/pr/dynamic-health-laboratories-certified-organic-tart-cherry-100-juice-concentrate-unsweetened-32-fl-oz-946-ml/75722,"Dynamic Health  Laboratories, Certified Organic Tart Cherry, 100% Juice Concentrate, Unsweetened, 32 fl oz (946 ml)",31.94,"USDA OrganicBPA FreeGluten FreeVeganKosherHalalWhere Health & Flavor Meet!®Certified Organic by Organic CertifiersDynamic Health® Tart Cherry Juice Concentrate with no sweeteners, preservatives, or other additives. Tart Cherries contain a nutritional goldmine of phenolics, which are naturally occurring plant compounds. The main type of phenolic in cherries are anthocyanins.",Organic certified tart cherry juice concentrate.
https://uk.iherb.com/pr/walden-farms-coffee-creamer-hazelnut-12-fl-oz-355-ml/114282,"Walden Farms, Coffee Creamer, Hazelnut, 12 fl oz (355 ml)",6.18,Naturally Flavored With Other Natural Flavors0 g Net Carbs*Zero CaloriesFat FreeVeganKosher PareveSmooth and CreamyNo Artificial Flavors or DyesSmall Swaps Save Calories™Guilt FreeCalorie FreeSugar FreeDairy FreeGluten FreeCholesterol FreeMaking Healthy Taste Delicious™ The Walden Way®0 g Net Carbs = <1 g Total Carbs - <1 g Dietary Fiber - 0 g Sugar Alcohol*Per serving,"Water, erythritol, gum acacia, microcrystalline cellulose, titanium dioxide (color), salt, xanthan gum, natural flavors, lactic acid, pectin, konjac gum, steviol glycosides.Contains: Hazelnuts."
https://uk.iherb.com/pr/derma-e-acne-deep-pore-cleansing-wash-6-fl-oz-175-ml/15212,"DERMA E, Acne Deep Pore Cleansing Wash, 6 fl oz (175 ml)",13.27," Anti-Acne 100% Vegan GMO-Free Eco-Ethical Cruelty-Free Active Salicylic Acid with Tea Tree Oil + Chamomile Nettoyant Facial Gluten Free Soy FreeClearly perfect skin.Reduce breakouts by gently cleansing away pore-clogging dirt, bacteria and built-up oil. An Anti-Blemish Complex including 2% Salicylic Acid, Tea Tree Oil, Willow Bark Extract and Chamomile helps to clear up acne and blackheads while helping to prevent future breakouts.Uses: For the treatment of acne. Helps keep skin clear of new acne, acne blemishes, acne pimples and blackheads.","   Active Ingredient Purpose   Salicylic Acid 2% Acne Treatment   Inactive ingredients: Purified water, disodium laureth sulfosuccinate, cocamidopropyl hydroxysultaine (coconut derived), cocamidopropylamine oxide, peg-150 distearate, polysorbate 20, melaleuca alternifolia (tea tree) leaf oil, glycerin (vegetable derived), lavandula angustifolia (lavender) oil, aniba rosodora (rosewood) wood oil, salix alba (willow) bark extract, organic chamomilla recutita (matricaria) flower extract*, decyl glucoside (plant derived), potassium sorbate, phenoxyethanol, ethylhexylglycerin.   *Certified organic ingredients.  "
https://uk.iherb.com/pr/luseta-beauty-argan-oil-conditioner-for-all-hair-types-16-9-fl-oz-500-ml/111243,"Luseta Beauty, Argan Oil Conditioner, For All Hair Types, 16.9 fl oz (500 ml)",16.99,"Smoothing & Nourishing FormulaColor SafeFree of Sulfates, Parabens & GlutenArgan Oil is know as 'Liquid Gold' among celebrities. It instantly penetrates the hair shaft to seal in shine and protect from styling heat and UV damage, It also strengthens and moisturizes your hair.","Water, cetearyl alcohol, cyclopentasiloxane, steartrimonium chloride, cellulose, glyceryl stearate, paraffinum liquidum, parfum, hydrolyzed keratin, argania spinosa kernel (argan) oil, methylparaben, panthenol, tetrasodium edta, citric acid, methylisothiazolinone, iodopropynyl butylcarbamate."
https://uk.iherb.com/pr/rsp-nutrition-prime-t-testosterone-booster-120-tablets/77963,"RSP Nutrition, Prime-T, Testosterone Booster, 120 Tablets",19.58,"Energy & VitalityMuscle GrowthStrength & StaminaThird-Party Tested30 Total ServingsQuality AssuranceDietary SupplementClean Active NutritionRSP was born to help people achieve their health and fitness goals. We live to partner with you in achieving those goals. Whether you're a busy professional trying out a new fitness program or a lifelong athlete, we know this can be challenging. Our mission is to create nutritional products that make your journey both healthy and enjoyable, without ever asking you to choose between quality and convenience. So, set a goal, fuel up, beat a personal best. recover and repeat. We have your back every step of the way.Natural Testosterone BoosterPrime-T has been scientifically formulated to increase natural testosterone production, with every ingredient supported by scientific research for effectiveness.Supports Muscle Growth, Strength & StaminaSupports healthy hormone levels which are critical for building lean muscle, boosting strength, supporting weight loss and improving body composition.Increase Energy & VitalityOptimized formula supports wellness, energy, vitality and the vigor you need to perform physically both in and out of the gym.","Dicalcium phosphate, silicon dioxide stearic acid, croscarmellose sodium, microcrystalline cellulose, magnesium stearate, hypromellose, polyethylene glycol, titanium dioxide."
https://uk.iherb.com/pr/quantum-health-therazinc-immune-support-throat-spray-peppermint-4-fl-oz-118-ml/6719,"Quantum Health, TheraZinc, Immune Support Throat Spray, Peppermint, 4 fl oz (118 ml)",15.37,"Formulated With Zinc GluconateDietary SupplementGluten-FreeOur TheraZinc® Zinc Oral Spray delivers ionized zinc directly to your mouth and throat. For best results, spray toward the back of the throat, wait a few seconds, then swallow normally. Our zinc throat spray is the perfect alternative to our lozenges. And it’s great for air travel!This oral spray provides immune-supporting zinc in a targeted form. It rapidly releases the zinc ions into your system for immune support. Other forms of zinc may not convey consistent effects.TheraZinc® Oral Spray also contains natural peppermint oil, menthol, and cherry bark extract, which makes it taste great too. Sweetened with stevia, so it is sugar-free with no artificial coloring!","Water, glycerin, stevia rebaudiana (stevial glycocids) extract, clove bud oil, peppermint oil, menthol, echinacea purpurea root extract, elderberry (sambucus nigra) fruit extract, slippery elm bark extract, wild cherry bark extract."
https://uk.iherb.com/pr/kiss-my-face-de-stress-hand-body-lotion-fragrance-free-16-fl-oz-473-ml/111073,"Kiss My Face, De-Stress Hand & Body Lotion, Fragrance Free, 16 fl oz (473 ml)",10.98,"Nourishes and SoothesRhodiola RoseaAshwagandhaHemp Seed OilVeganCruelty FreeLeaping Bunny CertifiedWrap around your body with calming
moisture. Infused with soothing Rhodiola
Rosea and Hemp Seed Oil and adaptogenic
Ashwagandha, this hand and body lotion
delivers pampering nourishment while
helping improve skin's moisture retention.
Skin returns to its comforting softness
that is smooth to touch.Kiss My Face® RecipeClean & Cruelty Free Since 1983No ParabensNo Artificial ColorsNo Sodium Lauryl/Laureth SulfatesNo PhthalatesNo Mineral OilNo Formaldehyde Donors","Water, helianthus annuus (sunflower) seed oil, glyceryl stearate se, isopropyl palmitate, glycerin, cetyl alcohol, aloe barbadensis leaf extract, withania somnifera root extract, rhodiola rosea root extract, cannabis sativa seed oil, squalane, butyrospermum parkii (shea) butter, olea europaea (olive) fruit oil, sodium hyaluronate, tocopheryl acetate, allantoin, sodium phytate, citric acid, phenoxyethanol, ethylhexylglycerin."
https://uk.iherb.com/pr/futurebiotics-certified-organic-iron-c-90-organic-vegetarian-tablets/72341,"FutureBiotics, Certified Organic Iron + C, 90 Organic Vegetarian Tablets",17.56,"Health. Nature. Life.Iron 27 mgFrom Curry Leaves and Amla FruitDietary Supplement30 Day SupplyUSDA OrganicCertified Organic by: NOFA-NY Certified Organic, LLCDaily Bioactive Guarantee:Supports Red Blood Cell Production and Helps Combat Iron DeficiencyIron + C - The ""Whole"" Story - Active Iron + C from Whole FoodWhy Organic?Organic products are good for you and good for the environment. Certified organic whole foods, are responsibly harvested and provide more of the healthy benefits that nature intended!Daily Bioactive GuaranteeNatural iron (27 mg per daily serving) from certified organic curry leaves extract.Natural vitamin C (120 mg per daily serving) from certified organic amla fruit extract.All of the other supportive, naturally-occurring plants co-nutrients.Did you know?Taking iron with vitamin C enables the body to better absorb the iron.Certified Organic - Futurebiotics Iron + C is certified organic. In fact, every single ingredient in this product without exception, is certified organic.Iron + CIron - Supports Red Blood Cell Production and Helps Combat Iron DeficiencyWith whole-food Vitamin C for improved iron absorption100% natural source - Free of pesticides, fertilizer and preservatives.Iron + C is formulated to support the production of red blood cells and help reduce iron deficiency in the body.Plant-based iron is friendlier to the digestive system than other forms of iron. Often times iron can cause stomach upset or other unpleasant side effects. Futurebiotics utilizes natural iron extracted from curry leaves to provide effective, yet gentler iron supplementation. Furthermore, our organic curry leaves extract also provides naturally-occurring plant constituents to support the natural iron activity.Taking vitamin C and iron together helps the body to better absorb the iron. Futurebiotics includes natural vitamin C extracted from organic amla fruit. Our organic amla extract also provides other naturally-occurring co-nutrients from the fruit that help protect the stability and activity of the vitamin C.Our curry leaves and amla fruit are grown in carefully balanced soil on privately-owned organic farms without chemical pesticides or fertilizers.Iron + C from Curry Leaves and Amla Fruit - pure, fresh, and bioactive just like Nature intended. 100% Vegetarian. Glass packaging extends natural freshness and helps maintain potency.","Organic corn maltodextrin, organic corn syrup solids, organic gum acacia, organic rice extract, organic rice concentrate. Contains absolutely no added salt, yeast, wheat, gluten, soy, dairy, artificial colors, preservatives or animal products. "
https://uk.iherb.com/pr/herbal-essences-smooth-shampoo-rose-hips-13-5-fl-oz-400-ml/100361,"Herbal Essences, Smooth Shampoo, Rose Hips, 13.5 fl oz (400 ml)",12.74,"An Infuse Blend of Rose Hips + Vitamin E + Jojoba Extracts0% Mineral Oil/SiliconePETA Cruelty FreeDermatologist TestedpH BalancedColor SafeSmooth hairHerbal Essences Rose Hips Smooth shampoo cleanses and conditions to smooth hair for a shiny, smooth end-looAn infused blend ofVitamin E, rose hips and jojoba extractMindfully createdCertified PETA Cruelty free, mineral oil free, dermatologist-tested, color safe and pH balancedScent experienceLuscious floral bouquet with rose pedal top notes","Water, sodium laureth sulfate, sodium lauryl sulfate, cocamidopropyl betaine, citric acid, simmondsia chinensis (jojoba), rosa canina fruit extract, sodium citrate, sodium xylenesulfonate, fragrance, cocamide mea, sodium chloride, sodium benzoate, tetrasodium edta, peg-60 almond glycerides, linoleamidopropyl pg-dimonium chloride phosphate, guar hydroxypropyltrimonium chloride, methylchloroisothiazolinone, methylisothiazolinone, red 33, yellow 5, blue 1."
https://uk.iherb.com/pr/21st-century-vitamin-c-with-rose-hips-500-mg-110-tablets/43737,"21st Century, Vitamin C with Rose Hips, 500 mg, 110 Tablets",6.51,Antioxidant & Immune SupportVitamin SupplementGluten FreeGuaranteed Quality Laboratory TestedVitamin C is an important antioxidant nutrient that supports the immune system. With natural Rose Hips.,"Cellulose, stearic acid, calcium carbonate, croscarmellose sodium, hydroxypropyl methylcellulose, silicon dioxide. Contains <2% of: Magnesium silicate, magnesium stearate, maltodextrin, peg, polysorbate, polyvinyl alcohol.No added sugar, yeast, preservatives, artificial flavors or colors."
https://uk.iherb.com/pr/advanced-orthomolecular-research-aor-advanced-magnesium-complex-90-capsules/73595,"Advanced Orthomolecular Research AOR, Advanced Magnesium Complex, 90 Capsules",21.39,"Maximum Magnesium Benefits from Four Bioavailable FormsVeganNon-GMOGluten FreeDietary SupplementGMP ManufacturingQuality AssuredIndependent TestingDiscussion: Advanced Magnesium Complex provides four superior sources of magnesium for optimal support for healthy metabolism, muscle function and mood.","Capsule (hypromellose) and sodium stearyl fumarate.AOR™ guarantees that all ingredients have been declared on the label. Made without peanuts, sulfites and eggs. "
https://uk.iherb.com/pr/natural-factors-zinc-citrate-50-mg-90-tablets/2671,"Natural Factors, Zinc Citrate, 50 mg, 90 Tablets",4.77,"Dietary SupplementHealthy Skin & Immune FunctionTrue Zn Elemental ContentSuitable for Vegetarians/VegansPurity & Potency GuaranteedZinc is a trace mineral that is found in virtually  every cell of the body  and is a component in over 200 enzymes. Zinc is especially important in proper immune function, support for healthy cell growth and healthy skin, prostate and reproductive health as well as our sense of smell, taste and vision. Zinc citrate is an excellent form of zinc as citrates are extremely well-absorbed and well-tolerated by the body.Isura: Non-GMO: Documentation ✔Mass Spec: Lab Tested ✔","Microcrystalline cellulose, magnesium stearate (vegetable grade).Contains no artificial colors, preservatives, or sweeteners; no dairy, starch, sugar, wheat, gluten, yeast, soy, corn, egg, fish, shellfish, animal products, salt, tree nuts, or GMOs.Manufactured by Natural Factors to ensure safety and potency in accordance with Good Manufacturing Practices (GMP) of the FDA and Health Canada."
https://uk.iherb.com/pr/valor-dark-chocolate-70-cacao-with-mediterranean-salt-3-5-oz-100-g/104127,"Valor, Dark Chocolate, 70% Cacao with Mediterranean Salt, 3.5 oz (100 g)",4.43,Cocoa BlendSince 1881From Bean to BarSuitable for Gluten Free DietsDark and with a pronounced flavor and aroma of cocoa (70%) make this the favorite or true chocolate lovers.This pure dark chocolate of suggestive contrasting flavor of the salt.,"Bitter chocolate, sugar, cocoa, cocoa butter, salt, soy lecithin: an emulsifier.Contains soy. May contain almond, hazelnut and milk traces. Total cacao components: 70%."
